INSTRUMENT_CD,INSTRUMENT_DESC,INSTRUMENT_TYPE,IS_ACTIVE
INS036652,Instrument INS036652,FX,Y
INS036653,Instrument INS036653,BOND,Y
INS036654,Instrument INS036654,BOND,Y
INS036655,Instrument INS036655,BOND,Y
INS036656,Instrument INS036656,BOND,Y
INS036657,Instrument INS036657,FX,Y
INS036658,Instrument INS036658,FX,Y
INS036659,Instrument INS036659,EQUITY,Y
INS036660,Instrument INS036660,EQUITY,Y
INS036661,Instrument INS036661,BOND,Y
INS036662,Instrument INS036662,EQUITY,Y
INS036663,Instrument INS036663,EQUITY,Y
INS036664,Instrument INS036664,BOND,Y
INS036665,Instrument INS036665,BOND,Y
INS036666,Instrument INS036666,BOND,Y
INS036667,Instrument INS036667,EQUITY,Y
INS036668,Instrument INS036668,BOND,Y
INS036669,Instrument INS036669,EQUITY,Y
INS036670,Instrument INS036670,BOND,Y
INS036671,Instrument INS036671,BOND,Y
INS036672,Instrument INS036672,FX,Y
INS036673,Instrument INS036673,FX,Y
INS036674,Instrument INS036674,BOND,Y
INS036675,Instrument INS036675,FX,Y
INS036676,Instrument INS036676,FX,Y
INS036677,Instrument INS036677,FX,Y
INS036678,Instrument INS036678,FX,Y
INS036679,Instrument INS036679,EQUITY,Y
INS036680,Instrument INS036680,FX,Y
INS036681,Instrument INS036681,BOND,Y
INS036682,Instrument INS036682,FX,Y
INS036683,Instrument INS036683,BOND,Y
INS036684,Instrument INS036684,EQUITY,Y
INS036685,Instrument INS036685,BOND,Y
INS036686,Instrument INS036686,BOND,Y
INS036687,Instrument INS036687,FX,Y
INS036688,Instrument INS036688,BOND,Y
INS036689,Instrument INS036689,BOND,Y
INS036690,Instrument INS036690,EQUITY,Y
INS036691,Instrument INS036691,EQUITY,Y
INS036692,Instrument INS036692,FX,Y
INS036693,Instrument INS036693,EQUITY,Y
INS036694,Instrument INS036694,EQUITY,Y
INS036695,Instrument INS036695,BOND,Y
INS036696,Instrument INS036696,FX,Y
INS036697,Instrument INS036697,FX,Y
INS036698,Instrument INS036698,BOND,Y
INS036699,Instrument INS036699,EQUITY,Y
INS036700,Instrument INS036700,EQUITY,Y
INS036701,Instrument INS036701,EQUITY,Y
INS036702,Instrument INS036702,FX,Y
INS036703,Instrument INS036703,BOND,Y
INS036704,Instrument INS036704,BOND,Y
INS036705,Instrument INS036705,EQUITY,Y
INS036706,Instrument INS036706,FX,Y
INS036707,Instrument INS036707,BOND,Y
INS036708,Instrument INS036708,EQUITY,Y
INS036709,Instrument INS036709,EQUITY,Y
INS036710,Instrument INS036710,BOND,Y
INS036711,Instrument INS036711,BOND,Y
INS036712,Instrument INS036712,BOND,Y
INS036713,Instrument INS036713,FX,Y
INS036714,Instrument INS036714,EQUITY,Y
INS036715,Instrument INS036715,BOND,Y
INS036716,Instrument INS036716,FX,Y
INS036717,Instrument INS036717,FX,Y
INS036718,Instrument INS036718,BOND,Y
INS036719,Instrument INS036719,BOND,Y
INS036720,Instrument INS036720,BOND,Y
INS036721,Instrument INS036721,BOND,Y
INS036722,Instrument INS036722,FX,Y
INS036723,Instrument INS036723,BOND,Y
INS036724,Instrument INS036724,EQUITY,Y
INS036725,Instrument INS036725,EQUITY,Y
INS036726,Instrument INS036726,BOND,Y
INS036727,Instrument INS036727,BOND,Y
INS036728,Instrument INS036728,FX,Y
INS036729,Instrument INS036729,EQUITY,Y
INS036730,Instrument INS036730,EQUITY,Y
INS036731,Instrument INS036731,FX,Y
INS036732,Instrument INS036732,BOND,Y
INS036733,Instrument INS036733,FX,Y
INS036734,Instrument INS036734,FX,Y
INS036735,Instrument INS036735,EQUITY,Y
INS036736,Instrument INS036736,FX,Y
INS036737,Instrument INS036737,EQUITY,Y
INS036738,Instrument INS036738,EQUITY,Y
INS036739,Instrument INS036739,FX,Y
INS036740,Instrument INS036740,FX,Y
INS036741,Instrument INS036741,BOND,Y
INS036742,Instrument INS036742,EQUITY,Y
INS036743,Instrument INS036743,FX,Y
INS036744,Instrument INS036744,EQUITY,Y
INS036745,Instrument INS036745,FX,Y
INS036746,Instrument INS036746,FX,Y
INS036747,Instrument INS036747,BOND,Y
INS036748,Instrument INS036748,BOND,Y
INS036749,Instrument INS036749,BOND,Y
INS036750,Instrument INS036750,FX,Y
INS036751,Instrument INS036751,BOND,Y
INS036752,Instrument INS036752,EQUITY,Y
INS036753,Instrument INS036753,EQUITY,Y
INS036754,Instrument INS036754,FX,Y
INS036755,Instrument INS036755,BOND,Y
INS036756,Instrument INS036756,FX,Y
INS036757,Instrument INS036757,FX,Y
INS036758,Instrument INS036758,EQUITY,Y
INS036759,Instrument INS036759,BOND,Y
INS036760,Instrument INS036760,EQUITY,Y
INS036761,Instrument INS036761,BOND,Y
INS036762,Instrument INS036762,BOND,Y
INS036763,Instrument INS036763,FX,Y
INS036764,Instrument INS036764,BOND,Y
INS036765,Instrument INS036765,BOND,Y
INS036766,Instrument INS036766,FX,Y
INS036767,Instrument INS036767,EQUITY,Y
INS036768,Instrument INS036768,EQUITY,Y
INS036769,Instrument INS036769,EQUITY,Y
INS036770,Instrument INS036770,BOND,Y
INS036771,Instrument INS036771,BOND,Y
INS036772,Instrument INS036772,FX,Y
INS036773,Instrument INS036773,FX,Y
INS036774,Instrument INS036774,FX,Y
INS036775,Instrument INS036775,EQUITY,Y
INS036776,Instrument INS036776,BOND,Y
INS036777,Instrument INS036777,FX,Y
INS036778,Instrument INS036778,BOND,Y
INS036779,Instrument INS036779,FX,Y
INS036780,Instrument INS036780,FX,Y
INS036781,Instrument INS036781,EQUITY,Y
INS036782,Instrument INS036782,EQUITY,Y
INS036783,Instrument INS036783,BOND,Y
INS036784,Instrument INS036784,BOND,Y
INS036785,Instrument INS036785,FX,Y
INS036786,Instrument INS036786,EQUITY,Y
INS036787,Instrument INS036787,BOND,Y
INS036788,Instrument INS036788,EQUITY,Y
INS036789,Instrument INS036789,BOND,Y
INS036790,Instrument INS036790,BOND,Y
INS036791,Instrument INS036791,EQUITY,Y
INS036792,Instrument INS036792,BOND,Y
INS036793,Instrument INS036793,BOND,Y
INS036794,Instrument INS036794,EQUITY,Y
INS036795,Instrument INS036795,EQUITY,Y
INS036796,Instrument INS036796,BOND,Y
INS036797,Instrument INS036797,BOND,Y
INS036798,Instrument INS036798,EQUITY,Y
INS036799,Instrument INS036799,BOND,Y
INS036800,Instrument INS036800,BOND,Y
INS036801,Instrument INS036801,BOND,Y
INS036802,Instrument INS036802,FX,Y
INS036803,Instrument INS036803,EQUITY,Y
INS036804,Instrument INS036804,FX,Y
INS036805,Instrument INS036805,FX,Y
INS036806,Instrument INS036806,FX,Y
INS036807,Instrument INS036807,FX,Y
INS036808,Instrument INS036808,BOND,Y
INS036809,Instrument INS036809,FX,Y
INS036810,Instrument INS036810,FX,Y
INS036811,Instrument INS036811,EQUITY,Y
INS036812,Instrument INS036812,BOND,Y
INS036813,Instrument INS036813,BOND,Y
INS036814,Instrument INS036814,EQUITY,Y
INS036815,Instrument INS036815,BOND,Y
INS036816,Instrument INS036816,BOND,Y
INS036817,Instrument INS036817,EQUITY,Y
INS036818,Instrument INS036818,BOND,Y
INS036819,Instrument INS036819,FX,Y
INS036820,Instrument INS036820,FX,Y
INS036821,Instrument INS036821,FX,Y
INS036822,Instrument INS036822,EQUITY,Y
INS036823,Instrument INS036823,BOND,Y
INS036824,Instrument INS036824,BOND,Y
INS036825,Instrument INS036825,BOND,Y
INS036826,Instrument INS036826,BOND,Y
INS036827,Instrument INS036827,EQUITY,Y
INS036828,Instrument INS036828,BOND,Y
INS036829,Instrument INS036829,EQUITY,Y
INS036830,Instrument INS036830,FX,Y
INS036831,Instrument INS036831,EQUITY,Y
INS036832,Instrument INS036832,BOND,Y
INS036833,Instrument INS036833,EQUITY,Y
INS036834,Instrument INS036834,BOND,Y
INS036835,Instrument INS036835,EQUITY,Y
INS036836,Instrument INS036836,BOND,Y
INS036837,Instrument INS036837,FX,Y
INS036838,Instrument INS036838,FX,Y
INS036839,Instrument INS036839,EQUITY,Y
INS036840,Instrument INS036840,FX,Y
INS036841,Instrument INS036841,BOND,Y
INS036842,Instrument INS036842,FX,Y
INS036843,Instrument INS036843,FX,Y
INS036844,Instrument INS036844,FX,Y
INS036845,Instrument INS036845,FX,Y
INS036846,Instrument INS036846,BOND,Y
INS036847,Instrument INS036847,FX,Y
INS036848,Instrument INS036848,FX,Y
INS036849,Instrument INS036849,EQUITY,Y
INS036850,Instrument INS036850,BOND,Y
INS036851,Instrument INS036851,EQUITY,Y
INS036852,Instrument INS036852,EQUITY,Y
INS036853,Instrument INS036853,EQUITY,Y
INS036854,Instrument INS036854,FX,Y
INS036855,Instrument INS036855,FX,Y
INS036856,Instrument INS036856,EQUITY,Y
INS036857,Instrument INS036857,BOND,Y
INS036858,Instrument INS036858,BOND,Y
INS036859,Instrument INS036859,EQUITY,Y
INS036860,Instrument INS036860,BOND,Y
INS036861,Instrument INS036861,EQUITY,Y
INS036862,Instrument INS036862,FX,Y
INS036863,Instrument INS036863,FX,Y
INS036864,Instrument INS036864,FX,Y
INS036865,Instrument INS036865,BOND,Y
INS036866,Instrument INS036866,EQUITY,Y
INS036867,Instrument INS036867,BOND,Y
INS036868,Instrument INS036868,BOND,Y
INS036869,Instrument INS036869,FX,Y
INS036870,Instrument INS036870,BOND,Y
INS036871,Instrument INS036871,EQUITY,Y
INS036872,Instrument INS036872,BOND,Y
INS036873,Instrument INS036873,FX,Y
INS036874,Instrument INS036874,BOND,Y
INS036875,Instrument INS036875,EQUITY,Y
INS036876,Instrument INS036876,BOND,Y
INS036877,Instrument INS036877,EQUITY,Y
INS036878,Instrument INS036878,EQUITY,Y
INS036879,Instrument INS036879,FX,Y
INS036880,Instrument INS036880,FX,Y
INS036881,Instrument INS036881,FX,Y
INS036882,Instrument INS036882,FX,Y
INS036883,Instrument INS036883,FX,Y
INS036884,Instrument INS036884,EQUITY,Y
INS036885,Instrument INS036885,EQUITY,Y
INS036886,Instrument INS036886,EQUITY,Y
INS036887,Instrument INS036887,EQUITY,Y
INS036888,Instrument INS036888,BOND,Y
INS036889,Instrument INS036889,EQUITY,Y
INS036890,Instrument INS036890,FX,Y
INS036891,Instrument INS036891,EQUITY,Y
INS036892,Instrument INS036892,BOND,Y
INS036893,Instrument INS036893,BOND,Y
INS036894,Instrument INS036894,FX,Y
INS036895,Instrument INS036895,BOND,Y
INS036896,Instrument INS036896,BOND,Y
INS036897,Instrument INS036897,FX,Y
INS036898,Instrument INS036898,EQUITY,Y
INS036899,Instrument INS036899,BOND,Y
INS036900,Instrument INS036900,BOND,Y
INS036901,Instrument INS036901,EQUITY,Y
INS036902,Instrument INS036902,FX,Y
INS036903,Instrument INS036903,BOND,Y
INS036904,Instrument INS036904,BOND,Y
INS036905,Instrument INS036905,FX,Y
INS036906,Instrument INS036906,BOND,Y
INS036907,Instrument INS036907,EQUITY,Y
INS036908,Instrument INS036908,BOND,Y
INS036909,Instrument INS036909,BOND,Y
INS036910,Instrument INS036910,BOND,Y
INS036911,Instrument INS036911,EQUITY,Y
INS036912,Instrument INS036912,EQUITY,Y
INS036913,Instrument INS036913,BOND,Y
INS036914,Instrument INS036914,EQUITY,Y
INS036915,Instrument INS036915,BOND,Y
INS036916,Instrument INS036916,FX,Y
INS036917,Instrument INS036917,FX,Y
INS036918,Instrument INS036918,BOND,Y
INS036919,Instrument INS036919,FX,Y
INS036920,Instrument INS036920,EQUITY,Y
INS036921,Instrument INS036921,BOND,Y
INS036922,Instrument INS036922,BOND,Y
INS036923,Instrument INS036923,BOND,Y
INS036924,Instrument INS036924,BOND,Y
INS036925,Instrument INS036925,BOND,Y
INS036926,Instrument INS036926,FX,Y
INS036927,Instrument INS036927,EQUITY,Y
INS036928,Instrument INS036928,FX,Y
INS036929,Instrument INS036929,EQUITY,Y
INS036930,Instrument INS036930,EQUITY,Y
INS036931,Instrument INS036931,EQUITY,Y
INS036932,Instrument INS036932,EQUITY,Y
INS036933,Instrument INS036933,EQUITY,Y
INS036934,Instrument INS036934,BOND,Y
INS036935,Instrument INS036935,BOND,Y
INS036936,Instrument INS036936,BOND,Y
INS036937,Instrument INS036937,BOND,Y
INS036938,Instrument INS036938,FX,Y
INS036939,Instrument INS036939,FX,Y
INS036940,Instrument INS036940,BOND,Y
INS036941,Instrument INS036941,BOND,Y
INS036942,Instrument INS036942,EQUITY,Y
INS036943,Instrument INS036943,EQUITY,Y
INS036944,Instrument INS036944,EQUITY,Y
INS036945,Instrument INS036945,BOND,Y
INS036946,Instrument INS036946,BOND,Y
INS036947,Instrument INS036947,FX,Y
INS036948,Instrument INS036948,EQUITY,Y
INS036949,Instrument INS036949,EQUITY,Y
INS036950,Instrument INS036950,FX,Y
INS036951,Instrument INS036951,EQUITY,Y
INS036952,Instrument INS036952,EQUITY,Y
INS036953,Instrument INS036953,BOND,Y
INS036954,Instrument INS036954,FX,Y
INS036955,Instrument INS036955,FX,Y
INS036956,Instrument INS036956,EQUITY,Y
INS036957,Instrument INS036957,FX,Y
INS036958,Instrument INS036958,EQUITY,Y
INS036959,Instrument INS036959,EQUITY,Y
INS036960,Instrument INS036960,BOND,Y
INS036961,Instrument INS036961,BOND,Y
INS036962,Instrument INS036962,EQUITY,Y
INS036963,Instrument INS036963,FX,Y
INS036964,Instrument INS036964,FX,Y
INS036965,Instrument INS036965,BOND,Y
INS036966,Instrument INS036966,EQUITY,Y
INS036967,Instrument INS036967,EQUITY,Y
INS036968,Instrument INS036968,BOND,Y
INS036969,Instrument INS036969,EQUITY,Y
INS036970,Instrument INS036970,BOND,Y
INS036971,Instrument INS036971,EQUITY,Y
INS036972,Instrument INS036972,FX,Y
INS036973,Instrument INS036973,BOND,Y
INS036974,Instrument INS036974,EQUITY,Y
INS036975,Instrument INS036975,EQUITY,Y
INS036976,Instrument INS036976,BOND,Y
INS036977,Instrument INS036977,EQUITY,Y
INS036978,Instrument INS036978,EQUITY,Y
INS036979,Instrument INS036979,EQUITY,Y
INS036980,Instrument INS036980,BOND,Y
INS036981,Instrument INS036981,FX,Y
INS036982,Instrument INS036982,EQUITY,Y
INS036983,Instrument INS036983,BOND,Y
INS036984,Instrument INS036984,BOND,Y
INS036985,Instrument INS036985,EQUITY,Y
INS036986,Instrument INS036986,BOND,Y
INS036987,Instrument INS036987,EQUITY,Y
INS036988,Instrument INS036988,BOND,Y
INS036989,Instrument INS036989,FX,Y
INS036990,Instrument INS036990,FX,Y
INS036991,Instrument INS036991,FX,Y
INS036992,Instrument INS036992,FX,Y
INS036993,Instrument INS036993,FX,Y
INS036994,Instrument INS036994,FX,Y
INS036995,Instrument INS036995,FX,Y
INS036996,Instrument INS036996,EQUITY,Y
INS036997,Instrument INS036997,EQUITY,Y
INS036998,Instrument INS036998,EQUITY,Y
INS036999,Instrument INS036999,BOND,Y
INS037000,Instrument INS037000,BOND,Y
INS037001,Instrument INS037001,FX,Y
INS037002,Instrument INS037002,FX,Y
INS037003,Instrument INS037003,BOND,Y
INS037004,Instrument INS037004,FX,Y
INS037005,Instrument INS037005,BOND,Y
INS037006,Instrument INS037006,FX,Y
INS037007,Instrument INS037007,FX,Y
INS037008,Instrument INS037008,FX,Y
INS037009,Instrument INS037009,BOND,Y
INS037010,Instrument INS037010,FX,Y
INS037011,Instrument INS037011,BOND,Y
INS037012,Instrument INS037012,FX,Y
INS037013,Instrument INS037013,EQUITY,Y
INS037014,Instrument INS037014,EQUITY,Y
INS037015,Instrument INS037015,BOND,Y
INS037016,Instrument INS037016,EQUITY,Y
INS037017,Instrument INS037017,EQUITY,Y
INS037018,Instrument INS037018,FX,Y
INS037019,Instrument INS037019,FX,Y
INS037020,Instrument INS037020,FX,Y
INS037021,Instrument INS037021,BOND,Y
INS037022,Instrument INS037022,FX,Y
INS037023,Instrument INS037023,FX,Y
INS037024,Instrument INS037024,BOND,Y
INS037025,Instrument INS037025,FX,Y
INS037026,Instrument INS037026,EQUITY,Y
INS037027,Instrument INS037027,FX,Y
INS037028,Instrument INS037028,BOND,Y
INS037029,Instrument INS037029,BOND,Y
INS037030,Instrument INS037030,EQUITY,Y
INS037031,Instrument INS037031,FX,Y
INS037032,Instrument INS037032,EQUITY,Y
INS037033,Instrument INS037033,FX,Y
INS037034,Instrument INS037034,BOND,Y
INS037035,Instrument INS037035,BOND,Y
INS037036,Instrument INS037036,EQUITY,Y
INS037037,Instrument INS037037,BOND,Y
INS037038,Instrument INS037038,BOND,Y
INS037039,Instrument INS037039,FX,Y
INS037040,Instrument INS037040,EQUITY,Y
INS037041,Instrument INS037041,EQUITY,Y
INS037042,Instrument INS037042,FX,Y
INS037043,Instrument INS037043,FX,Y
INS037044,Instrument INS037044,EQUITY,Y
INS037045,Instrument INS037045,BOND,Y
INS037046,Instrument INS037046,EQUITY,Y
INS037047,Instrument INS037047,FX,Y
INS037048,Instrument INS037048,EQUITY,Y
INS037049,Instrument INS037049,BOND,Y
INS037050,Instrument INS037050,EQUITY,Y
INS037051,Instrument INS037051,EQUITY,Y
INS037052,Instrument INS037052,BOND,Y
INS037053,Instrument INS037053,BOND,Y
INS037054,Instrument INS037054,BOND,Y
INS037055,Instrument INS037055,BOND,Y
INS037056,Instrument INS037056,FX,Y
INS037057,Instrument INS037057,EQUITY,Y
INS037058,Instrument INS037058,EQUITY,Y
INS037059,Instrument INS037059,EQUITY,Y
INS037060,Instrument INS037060,EQUITY,Y
INS037061,Instrument INS037061,EQUITY,Y
INS037062,Instrument INS037062,FX,Y
INS037063,Instrument INS037063,FX,Y
INS037064,Instrument INS037064,EQUITY,Y
INS037065,Instrument INS037065,EQUITY,Y
INS037066,Instrument INS037066,EQUITY,Y
INS037067,Instrument INS037067,FX,Y
INS037068,Instrument INS037068,EQUITY,Y
INS037069,Instrument INS037069,BOND,Y
INS037070,Instrument INS037070,FX,Y
INS037071,Instrument INS037071,BOND,Y
INS037072,Instrument INS037072,BOND,Y
INS037073,Instrument INS037073,BOND,Y
INS037074,Instrument INS037074,FX,Y
INS037075,Instrument INS037075,BOND,Y
INS037076,Instrument INS037076,EQUITY,Y
INS037077,Instrument INS037077,EQUITY,Y
INS037078,Instrument INS037078,BOND,Y
INS037079,Instrument INS037079,FX,Y
INS037080,Instrument INS037080,EQUITY,Y
INS037081,Instrument INS037081,FX,Y
INS037082,Instrument INS037082,EQUITY,Y
INS037083,Instrument INS037083,FX,Y
INS037084,Instrument INS037084,EQUITY,Y
INS037085,Instrument INS037085,BOND,Y
INS037086,Instrument INS037086,BOND,Y
INS037087,Instrument INS037087,BOND,Y
INS037088,Instrument INS037088,FX,Y
INS037089,Instrument INS037089,BOND,Y
INS037090,Instrument INS037090,FX,Y
INS037091,Instrument INS037091,EQUITY,Y
INS037092,Instrument INS037092,EQUITY,Y
INS037093,Instrument INS037093,FX,Y
INS037094,Instrument INS037094,BOND,Y
INS037095,Instrument INS037095,FX,Y
INS037096,Instrument INS037096,FX,Y
INS037097,Instrument INS037097,FX,Y
INS037098,Instrument INS037098,EQUITY,Y
INS037099,Instrument INS037099,EQUITY,Y
INS037100,Instrument INS037100,EQUITY,Y
INS037101,Instrument INS037101,BOND,Y
INS037102,Instrument INS037102,EQUITY,Y
INS037103,Instrument INS037103,EQUITY,Y
INS037104,Instrument INS037104,FX,Y
INS037105,Instrument INS037105,BOND,Y
INS037106,Instrument INS037106,FX,Y
INS037107,Instrument INS037107,FX,Y
INS037108,Instrument INS037108,FX,Y
INS037109,Instrument INS037109,FX,Y
INS037110,Instrument INS037110,EQUITY,Y
INS037111,Instrument INS037111,BOND,Y
INS037112,Instrument INS037112,EQUITY,Y
INS037113,Instrument INS037113,FX,Y
INS037114,Instrument INS037114,EQUITY,Y
INS037115,Instrument INS037115,BOND,Y
INS037116,Instrument INS037116,EQUITY,Y
INS037117,Instrument INS037117,EQUITY,Y
INS037118,Instrument INS037118,BOND,Y
INS037119,Instrument INS037119,FX,Y
INS037120,Instrument INS037120,FX,Y
INS037121,Instrument INS037121,FX,Y
INS037122,Instrument INS037122,BOND,Y
INS037123,Instrument INS037123,EQUITY,Y
INS037124,Instrument INS037124,FX,Y
INS037125,Instrument INS037125,BOND,Y
INS037126,Instrument INS037126,BOND,Y
INS037127,Instrument INS037127,BOND,Y
INS037128,Instrument INS037128,FX,Y
INS037129,Instrument INS037129,BOND,Y
INS037130,Instrument INS037130,FX,Y
INS037131,Instrument INS037131,EQUITY,Y
INS037132,Instrument INS037132,BOND,Y
INS037133,Instrument INS037133,BOND,Y
INS037134,Instrument INS037134,FX,Y
INS037135,Instrument INS037135,FX,Y
INS037136,Instrument INS037136,FX,Y
INS037137,Instrument INS037137,EQUITY,Y
INS037138,Instrument INS037138,FX,Y
INS037139,Instrument INS037139,BOND,Y
INS037140,Instrument INS037140,EQUITY,Y
INS037141,Instrument INS037141,FX,Y
INS037142,Instrument INS037142,FX,Y
INS037143,Instrument INS037143,BOND,Y
INS037144,Instrument INS037144,BOND,Y
INS037145,Instrument INS037145,FX,Y
INS037146,Instrument INS037146,EQUITY,Y
INS037147,Instrument INS037147,FX,Y
INS037148,Instrument INS037148,EQUITY,Y
INS037149,Instrument INS037149,BOND,Y
INS037150,Instrument INS037150,BOND,Y
INS037151,Instrument INS037151,EQUITY,Y
INS037152,Instrument INS037152,EQUITY,Y
INS037153,Instrument INS037153,BOND,Y
INS037154,Instrument INS037154,EQUITY,Y
INS037155,Instrument INS037155,BOND,Y
INS037156,Instrument INS037156,FX,Y
INS037157,Instrument INS037157,EQUITY,Y
INS037158,Instrument INS037158,EQUITY,Y
INS037159,Instrument INS037159,BOND,Y
INS037160,Instrument INS037160,EQUITY,Y
INS037161,Instrument INS037161,EQUITY,Y
INS037162,Instrument INS037162,FX,Y
INS037163,Instrument INS037163,BOND,Y
INS037164,Instrument INS037164,EQUITY,Y
INS037165,Instrument INS037165,FX,Y
INS037166,Instrument INS037166,FX,Y
INS037167,Instrument INS037167,FX,Y
INS037168,Instrument INS037168,EQUITY,Y
INS037169,Instrument INS037169,BOND,Y
INS037170,Instrument INS037170,FX,Y
INS037171,Instrument INS037171,EQUITY,Y
INS037172,Instrument INS037172,BOND,Y
INS037173,Instrument INS037173,BOND,Y
INS037174,Instrument INS037174,FX,Y
INS037175,Instrument INS037175,EQUITY,Y
INS037176,Instrument INS037176,FX,Y
INS037177,Instrument INS037177,BOND,Y
INS037178,Instrument INS037178,EQUITY,Y
INS037179,Instrument INS037179,FX,Y
INS037180,Instrument INS037180,BOND,Y
INS037181,Instrument INS037181,EQUITY,Y
INS037182,Instrument INS037182,EQUITY,Y
INS037183,Instrument INS037183,FX,Y
